path,device,source,license,split,sha256
audio/airport-helsinki-3-156-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,8fe237f1b7dff90f3d107120eb6fe360575e2ed2f747f331bd983b0f10b04aff
audio/airport-helsinki-3-160-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,3edfdcf675f40688783127a0d5cedee438a1e07a9e166f5253c958cd390085c1
audio/airport-helsinki-3-167-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,97ba4686b82aee6559947df4dd342c83d08c55dca14ac2f4043206daa039e5f7
audio/airport-lisbon-175-4700-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,ebcea04001ff88fd63af3e76d153ae2d72f3ea65889f3a215c894ca14ce173be
audio/airport-lisbon-175-4703-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,9e6231ce5fe47b2cec8191e9247989b0e5ee2639fe7a40fde670197a502c9ee4
audio/airport-lisbon-175-4813-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,0dd4e215c6310f17869bfcb9d00ebe2addd0e7f02d57a4a78bd2763c5d1d73ad
audio/airport-lisbon-175-5070-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,271cff5bf9c55fdf31dc44abb3f1741e76cc1f6b67a94d69b92a63dd02a1438a
audio/airport-lisbon-175-5340-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,5718cd8fbd9e1d6ff7aa1c4a3bb1170375375dc3851283059257896fb6ca7d62
audio/airport-lisbon-175-5350-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,db30000c8dfbb1ef30737c22d66c646ae2d2793edf851dbb599de92281516bb4
audio/airport-lisbon-175-5351-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,6433ae1da250b25aa4c219eaba8647677dfda1a43c27a7c02f6ad7f5707a2414
audio/airport-lisbon-175-5357-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,c427df237b39957f6c64ae7bf5fae1e35477336cad425655784de95a599f9f53
audio/airport-lisbon-175-5450-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,5be5bc060919c27af6edb710c7b33368801ac94c620655dee1b386d74840ca36
audio/airport-london-205-6195-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,bc707fa2b01cefc8550062692eb33ec472e7f89e40ced1a611964f2e20f0fd21
audio/airport-london-205-6199-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,aa3d73b305ff1d6be60686f9ca40b8f46404f9107beb57a4fff81fe94d45e2d9
audio/airport-london-205-6215-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,ffa58acaa6c24227a862d277695ca4620184647a381ee2012d41a5ea7ae096b3
audio/airport-london-205-6229-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,8530c0da216b44564685a545cd937f40407ab6fae9ca05028e907b7b150914e7
audio/airport-london-5-230-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,8d544e2f4cde7fba56b21924aa6758e78e56080a4e8874207d1556225d1530c1
audio/airport-london-5-242-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,bfe7e83327013ccae8c87ce466895e3faff552750ca5def2548f5ac0490da441
audio/airport-london-5-246-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,c824d0e9bfaff5413fb8968b8e7025e191092ec8d99496ce320ca74d6596c9c5
audio/airport-london-5-252-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,2c404a5f381a4fefb4093f9766a4a7a07f86890fe2244b5e8220e3461855bab6
audio/airport-london-6-258-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,daa7ddab270ba2889ec83024c82ad13c70b1414fbd56fa960201072b297b1756
audio/airport-london-6-260-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,f0e936c3a44c35e775b8132a7c01f29d3bd63b9ce0e2ef2fc8ed556538c1701d
audio/airport-london-6-268-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,449aad8fa140b7b3b031043479d32a043683aec219a2a141c23f266a5910e401
audio/airport-london-6-281-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,592164406f744012be1717bb3ce55707ea0ec2aab4632a438900d6f3f7b26df3
audio/airport-london-6-297-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,ca93c8c681cc0210e37b6fccc8c703739c95f565c205cea5b120761db014f7a7
audio/airport-london-6-302-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,e80025cec065a979561430b544700456acf994707341374bb0c908a46b437ca0
audio/airport-london-6-304-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,89ab3653650918300803af06434ea1faa93c7640401a97eac7528913b1d56107
audio/airport-lyon-169-4100-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,7b15d8a7b7d334592bfd0ff72f941cfc4223b3d109229b5f2b274a2d1ea090bf
audio/airport-lyon-169-4283-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,f6766b14303fb64638fa51eb5bc1fb60ea2a921f95eeea7ff6099a55b97eeaa4
audio/airport-lyon-169-4314-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,ab5b7cbe569f4712ad589237a3f122fff06a09490a67a6ff01dbb60429f40163
audio/airport-lyon-169-4486-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,325c3cc133e38ba022b1ee39554da2359ec3f5abd430fd2c163bfcaa826149cd
audio/airport-lyon-169-4497-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,983fc134ea264cdf32215ccbd2fc8aa1bd781e6bc05a6c1469e564175d067e0a
audio/airport-lyon-169-4981-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,cbd46ad5a9ee0119ac8460ddf50c141f0f152721a4e455e9a78446fdb4b10b24
audio/airport-lyon-169-5068-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,b3ea2597379faea02ea2f5e6ff1df1bf17fed4659a095fd6acb795fb412d6a9c
audio/airport-lyon-169-5263-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,ecb6b667df19e467abf276547bd3f29a97d8fea700a3ef723c6696462ae33d19
audio/airport-lyon-169-5498-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,0443cd5a4852c319ef0aaeb0a6221df736813a3fb0b89924a93e1e892da1bec3
audio/airport-milan-172-4126-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,661b29560a085b2497b621c535ac3418322eb265b55b48fed20c6b050a8b673c
audio/airport-milan-172-4524-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,be42b9cbfacc2e97935329e5cec7a38085e89e5c6c5dd51b31847b5eba7c5b3e
audio/airport-milan-172-4567-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,78eaf7f05182cd1c65594af271eaff67e80ad3152fc06a253fdfda4428e6d6e8
audio/airport-milan-172-4624-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,db7c0815741afc831f2920be571d07ad86c80d2ec924e358dc5395499c86677b
audio/airport-milan-172-4762-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,cf6e75f4093d3fd7aef47b0fa04ccdcf50ffc9e4a09804afca11017f133e5d61
audio/airport-milan-172-5214-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,2683db3ed0fc7279c005af77442f7c3777858b8daacf1648b9a3d11098bed77e
audio/airport-milan-172-5320-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,7407a2408841c52cf556d0393a742fcd8eba824f47364fcd17c5d2314d7e94d3
audio/airport-milan-172-5327-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,36fb60d6fb194173552ab5b2a4dfa0a2113ce9115bce5c71898a484b6b842d8e
audio/airport-milan-172-5490-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,840eb0a66f523f570efbacaf0436b1eb4080a51274e64b879854856ae8d7edad
audio/airport-paris-206-6246-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,f89b33e58ca76cacbf79fc5b25bc92fce13e76352df02644ccd80154cfa456a5
audio/airport-paris-206-6257-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,baf1cafe29cfa1a12dbc1d5cf55810a0b35b1345a7af667dcdbcc6e25ad56559
audio/airport-paris-206-6263-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,538ea803fb7611089f33a4f8e7243a760572a8c0b639fb323ac2a5787927fdec
audio/airport-paris-206-6276-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,3767db16d522566ed4deff71d297e63a84ee9d7c7f50790a89a0ddf47da67dc4
audio/airport-paris-7-310-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,278c34baf8b7f8f67181e2fc834277701bcbdd874fad7fcc15740b2bca63b6ac
audio/airport-paris-7-326-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,a6d6ddc6c7384da4a97876600e9063f72b47108c684ac6ad45c1fb323766c5b0
audio/airport-paris-7-328-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,180720a7ea502cc95c7de8abfea3a833a5de08dd148a1a0c3a3366957726ad43
audio/airport-paris-7-347-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,7b05239bf51e832f3ce6c424c6e7e3f57f61dfae682f3d15be088683eb44c272
audio/airport-paris-7-350-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,601078bd114ec9a29e6a4c077ed9c12217ad4704ff60f42c2fdce826167fbefa
audio/airport-paris-8-365-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,161bb423d2cecd7c45e6d6325dbb7d7188b2c39e20e698d67de798a0fc0c0fc3
audio/airport-paris-9-376-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,909069d075f571a93bc36317d550210268eb44750edb25ffefd58111b054d07e
audio/airport-paris-9-379-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,587dbe4bc536dea098bcf5ecaea51762fad3f07a22052cb5b3ffb55ac1ba4a4b
audio/airport-paris-9-396-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,51c074c6c05326d245ae70787d6a47894d946477b5a49d5175c57853b20008db
audio/airport-paris-9-399-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,84095b97be500fae5e3db3f0832e1ea4f9bf5d677872a1ff41d2de0c33c49322
audio/airport-paris-9-400-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,9b22f21eda83c483a6ad518246d25ee019b90b0cb83e65cd40cb6bc19ab9ed1e
audio/airport-prague-173-4104-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,c0dfbb1756ff5277c7b13979521dba9f083e4324091c4aebf632130a8b85ad9c
audio/airport-prague-173-4425-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,289484e2b611a39abe5f46120aa09be708d863e34317481752e816c95d4a294e
audio/airport-prague-173-4592-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,77b8219319100104f3014f14ecc465a2a20a4adeff7def2c0e0c4c32721a3f94
audio/airport-prague-173-4997-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,8ac23c1d078f421ca3ff9a2a7ecac8d6b469a86872360994133d942aa3ffabc2
audio/airport-prague-173-5742-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,5f9fee64b269ef861d9d24e0eb86a657a687613b2ca424af4312e7b45075d43e
audio/airport-prague-195-4169-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,634f6c9c9f9b9b7b7de8d18c23ead4128603dd1ab504b0bfaa295f986f6c0a6f
audio/airport-prague-195-5597-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,4585a3e875d6d49c7d500c100fe10020ebc552fe941a5b03f00874c7bc044f29
audio/airport-prague-195-5657-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,eed8eaaf93c38d175b98e2e92c1e7be27d94ca57771999890f63f946667a66d6
audio/airport-prague-195-5704-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,55b25da2adc290a9fb5fc22712ee35faaa98110d0e2e4191b54667ffc4f53c94
audio/airport-stockholm-10-423-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,c17999f0104ca7d82f95646fcc8a749d159eee6c35f30483ee2886185abb8d0d
audio/airport-stockholm-10-428-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,809a5391791bb90b1a1d759e310c6725e921c362d0ade5a727584238391633c4
audio/airport-stockholm-10-432-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,8ded3fc4e1281305b6c351a6514440ba4811554e2699301e4565f0f2d68ae289
audio/airport-stockholm-10-435-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,cbe965f51cd572ff4f34c7fb818b9e334eb0b2b773a7714e32c63b4c2e947b56
audio/airport-stockholm-11-454-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,68b858221b071bb0bcfc1445482b2e232f4b46627743f7c427e082d50422a428
audio/airport-stockholm-11-459-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,b6138202b729f2f585840049d14dff92db7f19d530db3fc440278fb17a0e7492
audio/airport-stockholm-12-484-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,5fff31182d465d2e1553839f36b7d902a051f46851981068361adb502f8fa27b
audio/airport-stockholm-12-493-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,c9f51b6013b614fa8d91c4740d8f65eca6a79ef4e628cb65d6b1553d8d5a2ac9
audio/airport-stockholm-12-498-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,dddae409d8b211e748b0d1cf8a73e2224d508ad3600e8cad24cda389fce3b071
audio/airport-stockholm-12-499-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,e09d291e022414040065ba28cf43017909b27d6d9c01284d72234795ffff55b1
audio/airport-stockholm-12-508-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,2775529f6c2a10aa50f7cfed2ca1a4170b5c9b37fcc953f933452afd26511d40
audio/airport-stockholm-208-6321-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,5512839bee5270e28975f86949900e99f01cd525c4e257573ec327998685995e
audio/airport-stockholm-208-6338-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,49000ba3528c77ba3d23f2d955ba89b84d4cd852cd1a66e2ae02d4b23c34bc58
audio/airport-stockholm-208-6341-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,659881b306ff7c2891b19c1aa727eafaa83f89f7cafceab0702d1161cdfd0a10
audio/bus-stockholm-35-1041-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,b76dfe5d2d25b4b7912af63110d11f32623cb8308872cd601cc1fbe6daac8ef8
audio/bus-stockholm-35-1043-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,3a749f8c4156cfc876b12c9ea309a37a63116333cefc6b27032c4711cf912909
audio/bus-stockholm-35-1063-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,53b85fabfc510d336f55f978318add3220f26e94434c04a9e86ed6b371d0f0c1
audio/bus-stockholm-36-1066-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,b9a7beaab32fc7db3bf8fe91d3023a117da2d9f1438ea146687e741e5d6fbe69
audio/bus-stockholm-36-1067-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,5f20ea466ec65b4ba4669579b49dc19ff7634808a1495028f2884eba4885dc49
audio/bus-stockholm-36-1072-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,db84b1ba75932084d7b24c031b368f6d4b9fe6cbc96b3f58ec131fb4c4edc155
audio/bus-stockholm-36-1073-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,1bb2af7297a658c52177d67ffdc14d32be0104729478f2ed9bf01798fe276edc
audio/bus-stockholm-36-1083-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,1ded1522a4f20a488883aaa2d24f95a0b47bee11837459915d7849c1ce7606e1
audio/bus-stockholm-36-1088-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,39cfffe07221dc137baed97626787d104af750089914d1b21c3606f2e8ae32a4
audio/bus-vienna-219-6610-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,25fd1aaefd524376986c76fd7f78725279bdce3c6c36ed76026ee0ff2f717115
audio/bus-vienna-219-6617-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,ebee6cf23873590355680ba9ef421eb9433efc84c6652b53f91b24e4b14f244b
audio/bus-vienna-219-6620-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,f5cd9f64babf418e2e0cb4f87885759307986dfcb4e01931b34f7de1ca820921
audio/bus-vienna-38-1118-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,f263e5a255f90821b0bd87d5c4027fcbb00822ffd25270172f63a8908c1f2ef0
audio/bus-vienna-39-1149-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,1eb4c8260c94916ce714cccd611ee657ce6f3d2a25efe7b1e8d7c8629d86bc13
audio/bus-vienna-39-1150-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,c6fc56a750f310e676fc895a8b2cc9da0b9f6e3bfffad77c0fc68cd11307cc1b
audio/bus-vienna-39-1155-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,598abc258fb87ed94a6f2b4a027cd1bd910462badce15d7698cf013b13eb0a69
audio/bus-vienna-39-1170-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,c8a78e92745dc9673c7512692dcb8f861f49d950022936ac70ff92e3fb4210c1
audio/bus-vienna-40-1185-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,c11dd8f293edecacb58bedcd4b8f31d2c348026c29952cbdaea78628c92db24b
audio/bus-vienna-40-1186-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,ae3b8e3ba38b1c64b49b0deb52afe14543c5051706b2509aaa444a97e8dd8bfa
audio/bus-vienna-40-1208-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,9d7ba7129b34d66e3e2096a1c495756abae2d6e1028b5b4a09dd4366aa1c205f
audio/bus-vienna-40-1214-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,094bfe1b171e12fde8eb9125562f011bb6353935ffe6ebe80ec823544582fe4b
audio/metro-barcelona-220-6659-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,65981c72dbc1c98b8d5fc0de3ac8dbb977c06198c46078c0b0f2b121f8919ad1
audio/metro-barcelona-220-6662-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,ada318d432141838efc59169c94de799d54fb4048a17845778a61b3fd2c4e71e
audio/metro-barcelona-220-6668-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,a86faaf6b7534ce8bf9981b631f99e5cf32750524cd7b39fe780c78b29e2fee0
audio/metro-barcelona-41-1227-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,d11f5c1c2197a6fd0c6c9f91b044c363f8b94b1456ff0255371dec9c20cb37f5
audio/metro-barcelona-41-1229-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,9ae02f3af9229caa63851cd79988f3ebebf0c3d2ca008cbfc9968564adf7bb1d
audio/metro-barcelona-41-1235-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,2b908e484202f2faf89cbd5dbbd67e5c341779fa2222fa76b4566cd21c44f733
audio/metro-barcelona-41-1240-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,51bd468d99d5f51aef6a27dbe150721f7439e0c2a08281406d395a7115f95ed1
audio/metro-barcelona-41-1247-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,1a52665d0822b0b6c512e7efaa9c540f74fecf769e06543058927e110a8497fe
audio/metro-barcelona-41-1252-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,9be802059fe7b63b006d87f713ccc0acd982438da7f981ec53ebdabccc7b7f15
audio/metro-barcelona-41-1263-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,c5d4a47308cf7036ce3906733a29a701628483646f405ce892752fb78e43a3de
audio/metro-barcelona-41-1264-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,4cb775c9c3110b89400131b926f229437795a8eef91c1c88f86be990597ba60e
audio/metro-barcelona-41-1266-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,ff22a6998b7c7682525e42da25e72ca8b3f5eb10338748a2f155682197ba1dca
audio/metro-helsinki-222-6744-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,89280de129af6aa57809936d2b2888457466c53a518c094b5a882faca3567b05
audio/metro-helsinki-222-6748-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,7ec95304d7105ede8190421105bf91b133578de0f272e661296522ed369e54d7
audio/metro-helsinki-222-6766-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,271021e44f410b5953c071cf78317c892ec54ecd932a99f420c299fb4c9c4dbf
audio/metro-helsinki-45-1332-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,a7dc8b0f249c7864c273f5b34e3f37addd2b36c5226cfcdf0fa2863797b8a9ad
audio/metro-helsinki-45-1336-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,c4c46fb6d3241abd5c074138588e25792bad2fa2b41ea42e7da168ed59fd18f2
audio/metro-helsinki-45-1337-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,6e0cb5d9302c64dccde49e347d2e425c7872474267385f02bd264d39a7ac817d
audio/metro-helsinki-45-1339-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,34141616e3ada8069ff697ded9d2729b5436199355ea5e01580213f62d7e068b
audio/metro-helsinki-45-1344-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,1d8d671c1e522a9817ddd59cede445976f92f13ef1102dc665fb90887f31f587
audio/metro-helsinki-45-1354-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,c5207858d9613e1b9908ee01f5e5e4128caebbc96ba75d60238646efd5c3b781
audio/metro-helsinki-45-1355-a.wav,audio,TAU Urban Acoustic Scenes 2019 Mobile,CC-BY 4.0,train,de79721bf49140168c4b5873135500fce0a4f030b0984f395750ac120f5ed5fc
